Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
11-Nov-25,Slot-1,318A,A,1,24BTRSN007,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,2,24BTRSN008,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,3,24BTRSN009,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,4,24BTRSN010,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,5,24BTRSN011,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,6,24BTRSN012,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,7,24BTRSN013,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,8,24BTRSN014,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,9,24BTRSN015,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,10,24BTRSN016,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,11,24BTRSN017,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,12,24BTRSN018,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,13,24BTRSN019,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,14,24BTRSN021,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,15,24BTRSN022,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,16,24BTRSN023,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,17,24BTRSN024,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,18,24BTRSN025,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,19,24BTRSN026,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,20,24BTRSN027,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,21,24BTRSN028,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,22,24BTRSN029,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,23,24BTRSN030,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,24,24BTRSN032,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,25,24BTRSN033,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,26,24BTRSN034,Tst26,23CSE303
11-Nov-25,Slot-1,318A,A,27,24BTRSN035,Tst26,23CSE303
