Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
11-Nov-25,Slot-4,318A,A,1,22BTRSN011,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,2,22BTRSN012,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,3,22BTRSN013,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,4,22BTRSN014,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,5,22BTRSN015,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,6,22BTRSN016,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,7,22BTRSN017,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,8,22BTRSN018,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,9,22BTRSN020,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,10,22BTRSN021,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,11,22BTRSN022,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,12,22BTRSN024,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,13,22BTRSN026,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,14,22BTRSN027,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,15,22BTRSN029,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,16,22BTRSN030,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,17,22BTRSN031,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,18,22BTRSN033,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,19,22BTRSN034,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,20,22BTRSN035,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,21,22BTRSN036,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,22,22BTRSN037,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,23,22BTRSN039,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,24,22BTRSN040,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,25,22BTRSN041,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,26,22BTRSN042,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,27,22BTRSN043,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,28,22BTRSN044,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,29,22BTRSN045,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,30,22BTRSN046,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,31,22BTRSN048,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,32,22BTRSN049,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,33,22BTRSN050,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,34,22BTRSN051,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,35,22BTRSN052,Tst205,22HSS105
11-Nov-25,Slot-4,318A,A,36,22BTRSN053,Tst205,22HSS105
11-Nov-25,Slot-4,318A,B,1,22BTRCB001,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,2,22BTRCB002,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,3,22BTRCB003,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,4,22BTRCB004,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,5,22BTRCB005,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,6,22BTRCB006,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,7,22BTRCB007,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,8,22BTRCB009,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,9,22BTRCB010,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,10,22BTRCB011,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,11,22BTRCB012,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,12,22BTRCB014,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,13,22BTRCB015,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,14,22BTRCB016,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,15,22BTRCB017,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,16,22BTRCB018,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,17,22BTRCB019,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,18,22BTRCB020,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,19,22BTRCB021,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,20,22BTRCB022,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,21,22BTRCB023,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,22,22BTRCB024,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,23,22BTRCB025,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,24,22BTRCB026,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,25,22BTRCB027,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,26,22BTRCB028,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,27,22BTRCB029,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,28,22BTRCB030,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,29,22BTRCB031,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,30,22BTRCB033,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,31,22BTRCB034,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,32,22BTRCB035,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,33,22BTRCB036,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,34,22BTRCB037,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,35,22BTRCB038,Tst137,22CSBS506
11-Nov-25,Slot-4,318A,B,36,22BTRCB039,Tst137,22CSBS506
11-Nov-25,Slot-4,327B,A,1,22BTRCA040,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,2,22BTRCA041,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,3,22BTRCA042,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,4,22BTRCA043,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,5,22BTRCA044,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,6,22BTRCA046,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,7,22BTRCA047,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,8,22BTRCA048,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,9,22BTRCA049,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,10,22BTRCA050,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,11,22BTRCA051,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,12,22BTRCA052,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,13,22BTRCA053,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,14,22BTRCA054,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,15,22BTRCA055,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,16,22BTRCA056,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,17,22BTRCA057,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,18,22BTRCA058,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,19,22BTRCA060,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,20,22BTRCA061,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,21,22BTRCA062,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,22,22BTRCA063,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,23,22BTRCA064,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,24,22BTRCA066,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,25,22BTRCA067,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,26,22BTRCA068,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,27,22BTRCA069,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,28,22BTLCA001,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,29,22BTRSN001,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,30,22BTRSN002,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,31,22BTRSN003,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,32,22BTRSN004,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,33,22BTRSN005,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,34,22BTRSN006,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,35,22BTRSN007,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,36,22BTRSN008,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,37,22BTRSN009,Tst205,22HSS105
11-Nov-25,Slot-4,327B,A,38,22BTRSN010,Tst205,22HSS105
11-Nov-25,Slot-4,327B,B,1,,,
11-Nov-25,Slot-4,327B,B,2,,,
11-Nov-25,Slot-4,327B,B,3,,,
11-Nov-25,Slot-4,327B,B,4,,,
11-Nov-25,Slot-4,327B,B,5,,,
11-Nov-25,Slot-4,327B,B,6,,,
11-Nov-25,Slot-4,327B,B,7,,,
11-Nov-25,Slot-4,327B,B,8,,,
11-Nov-25,Slot-4,327B,B,9,,,
11-Nov-25,Slot-4,327B,B,10,,,
11-Nov-25,Slot-4,327B,B,11,,,
11-Nov-25,Slot-4,327B,B,12,,,
11-Nov-25,Slot-4,327B,B,13,,,
11-Nov-25,Slot-4,327B,B,14,,,
11-Nov-25,Slot-4,327B,B,15,,,
11-Nov-25,Slot-4,327B,B,16,,,
11-Nov-25,Slot-4,327B,B,17,,,
11-Nov-25,Slot-4,327B,B,18,,,
11-Nov-25,Slot-4,327B,B,19,,,
11-Nov-25,Slot-4,327B,B,20,,,
11-Nov-25,Slot-4,327B,B,21,,,
11-Nov-25,Slot-4,327B,B,22,,,
11-Nov-25,Slot-4,327B,B,23,,,
11-Nov-25,Slot-4,327B,B,24,,,
11-Nov-25,Slot-4,327B,B,25,,,
11-Nov-25,Slot-4,327B,B,26,,,
11-Nov-25,Slot-4,327B,B,27,,,
11-Nov-25,Slot-4,327B,B,28,,,
11-Nov-25,Slot-4,222A,A,1,22BTRDC025,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,2,22BTRDC026,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,3,22BTRDC027,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,4,22BTRDC028,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,5,22BTRDC029,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,6,22BTRDC030,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,7,22BTRDC031,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,8,22BTRDC032,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,9,22BTRDC033,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,10,22BTRDC034,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,11,22BTRDC035,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,12,22BTRDC036,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,13,22BTRDC037,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,14,22BTRDC039,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,15,22BTRDC040,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,16,22BTRDC041,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,17,22BTRDC042,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,18,22BTRDC043,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,19,22BTRDC044,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,20,22BTRDC045,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,21,22BTRDC046,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,22,22BTRDC047,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,23,22BTRDC048,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,24,22BTRDC049,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,25,22BTRDC050,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,26,22BTRDC051,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,27,22BTRDC052,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,28,22btrdc053,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,29,22BTRDC054,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,30,22BTRDC055,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,31,22BTRDC056,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,32,22BTRDC057,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,33,22BTRDC058,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,34,22BTRDC059,Tst205,22HSS105
11-Nov-25,Slot-4,222A,A,35,22BTRDC060,Tst205,22HSS105
11-Nov-25,Slot-4,222A,B,1,,,
11-Nov-25,Slot-4,222A,B,2,,,
11-Nov-25,Slot-4,222A,B,3,,,
11-Nov-25,Slot-4,222A,B,4,,,
11-Nov-25,Slot-4,222A,B,5,,,
11-Nov-25,Slot-4,222A,B,6,,,
11-Nov-25,Slot-4,222A,B,7,,,
11-Nov-25,Slot-4,222A,B,8,,,
11-Nov-25,Slot-4,222A,B,9,,,
11-Nov-25,Slot-4,222A,B,10,,,
11-Nov-25,Slot-4,222A,B,11,,,
11-Nov-25,Slot-4,222A,B,12,,,
11-Nov-25,Slot-4,222A,B,13,,,
11-Nov-25,Slot-4,222A,B,14,,,
11-Nov-25,Slot-4,222A,B,15,,,
11-Nov-25,Slot-4,222A,B,16,,,
11-Nov-25,Slot-4,222A,B,17,,,
11-Nov-25,Slot-4,222A,B,18,,,
11-Nov-25,Slot-4,222A,B,19,,,
11-Nov-25,Slot-4,222A,B,20,,,
11-Nov-25,Slot-4,222A,B,21,,,
11-Nov-25,Slot-4,222A,B,22,,,
11-Nov-25,Slot-4,222A,B,23,,,
11-Nov-25,Slot-4,222A,B,24,,,
11-Nov-25,Slot-4,222A,B,25,,,
11-Nov-25,Slot-4,222A,B,26,,,
11-Nov-25,Slot-4,222A,B,27,,,
11-Nov-25,Slot-4,222A,B,28,,,
11-Nov-25,Slot-4,222A,B,29,,,
11-Nov-25,Slot-4,222A,B,30,,,
11-Nov-25,Slot-4,222B,A,1,22BTRCA001,Tst205,22HSS105
11-Nov-25,Slot-4,222B,A,2,22BTRCA002,Tst205,22HSS105
11-Nov-25,Slot-4,222B,A,3,22BTRCA003,Tst205,22HSS105
11-Nov-25,Slot-4,222B,A,4,22BTRCA004,Tst205,22HSS105
11-Nov-25,Slot-4,222B,A,5,22BTRCA005,Tst205,22HSS105
