Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
11-Nov-25,Slot-3,318A,A,1,24BTRSN007,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,2,24BTRSN008,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,3,24BTRSN009,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,4,24BTRSN010,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,5,24BTRSN011,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,6,24BTRSN012,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,7,24BTRSN013,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,8,24BTRSN014,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,9,24BTRSN015,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,10,24BTRSN016,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,11,24BTRSN017,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,12,24BTRSN018,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,13,24BTRSN019,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,14,24BTRSN021,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,15,24BTRSN022,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,16,24BTRSN023,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,17,24BTRSN024,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,18,24BTRSN025,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,19,24BTRSN026,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,20,24BTRSN027,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,21,24BTRSN028,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,22,24BTRSN029,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,23,24BTRSN030,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,24,24BTRSN032,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,25,24BTRSN033,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,26,24BTRSN034,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,27,24BTRSN035,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,28,24BTRSN036,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,29,24BTRSN037,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,30,24BTRSN038,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,31,24BTRSN040,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,32,24BTRSN041,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,33,24BTRSN042,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,34,24BTRSN043,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,35,24BTRSN044,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,A,36,24BTRSN045,Tst09,23BSCSMA31
11-Nov-25,Slot-3,318A,B,1,23BTRAD001,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,2,23BTRAD002,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,3,23BTRAD003,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,4,23BTRAD004,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,5,23BTRAD005,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,6,23BTRAD006,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,7,23BTRAD007,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,8,23BTRAD008,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,9,23BTRAD009,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,10,23BTRAD010,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,11,23BTRAD011,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,12,23BTRAD013,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,13,23BTRAD015,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,14,23BTRAD016,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,15,23BTRAD018,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,16,23BTRAD019,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,17,23BTRAD020,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,18,23BTRAD021,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,19,23BTRAD022,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,20,23BTRAD023,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,21,23BTRAD024,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,22,23BTRCL002,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,23,23BTRCL003,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,24,23BTRCL010,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,25,23BTRCL012,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,26,23BTRCL013,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,27,23BTRCL014,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,28,23BTRCL025,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,29,23BTRCL026,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,30,23BTRCL027,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,31,23BTRCL028,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,32,23BTRCL029,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,33,23BTRCL030,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,34,23BTRCL031,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,35,23BTRCL032,Tst45,23CSE226
11-Nov-25,Slot-3,318A,B,36,23BTRCL033,Tst45,23CSE226
11-Nov-25,Slot-3,327B,A,1,24BTRCA040,Tst09,23BSCSMA31
11-Nov-25,Slot-3,327B,A,2,24BTRCA041,Tst09,23BSCSMA31
11-Nov-25,Slot-3,327B,A,3,24BTRCA042,Tst09,23BSCSMA31
11-Nov-25,Slot-3,327B,A,4,24BTRCA043,Tst09,23BSCSMA31
11-Nov-25,Slot-3,327B,A,5,24BTRCA044,Tst09,23BSCSMA31
