Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
10-Nov-25,Slot-3,318A,A,1,23BTRCL050,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,2,23BTRCL051,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,3,23BTRCL102,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,4,23BTRCL103,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,5,23BTRCL104,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,6,23BTRCL105,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,7,23BTRCL106,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,8,23BTRCL107,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,9,23BTRCL108,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,10,23BTRCL118,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,11,23BTRCL122,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,12,23BTRCL140,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,13,23BTRCL141,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,14,23BTRCL142,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,15,23BTRCL143,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,16,23BTRCL144,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,17,23BTRCL145,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,18,23BTRCL146,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,19,23BTRCL147,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,20,23BTRCL148,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,21,23BTRCL149,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,22,23BTRCL185,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,23,23BTRCL186,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,24,23BTRCL188,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,25,23BTRCL189,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,26,23BTRCL190,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,27,23BTRCL192,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,28,23BTRCL193,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,29,23BTRCL194,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,30,23BTRCL195,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,31,23BTRCL197,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,32,23BTRCL198,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,33,23BTRCL199,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,34,23BTRCL200,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,35,23BTRCL201,Tst33,23CSE514
10-Nov-25,Slot-3,318A,A,36,23BTRCL202,Tst33,23CSE514
10-Nov-25,Slot-3,318A,B,1,24BTRCT004,Tst14,23CSE305
10-Nov-25,Slot-3,318A,B,2,24BTRCT006,Tst14,23CSE305
