Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
14-Nov-25,Slot-1,318A,A,1,JUUG25BTECH22303,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,2,JUUG25BTECH22750,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,3,JUUG25BTECH22912,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,4,JUUG25BTECH23155,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,5,JUUG25BTECH23257,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,6,JUUG25BTECH23564,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,7,JUUG25BTECH23613,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,8,JUUG25BTECH23635,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,9,JUUG25BTECH23751,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,10,JUUG25BTECH23873,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,11,JUUG25BTECH10727,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,12,JUUG25BTECH10755,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,13,JUUG25BTECH11827,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,14,JUUG25BTECH12172,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,15,JUUG25BTECH12595,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,16,JUUG25BTECH12729,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,17,JUUG25BTECH12858,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,18,JUUG25BTECH12871,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,19,JUUG25BTECH14482,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,20,JUUG25BTECH14642,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,21,JUUG25BTECH16105,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,22,JUUG25BTECH16427,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,23,JUUG25BTECH16443,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,24,JUUG25BTECH16685,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,25,JUUG25BTECH16754,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,26,JUUG25BTECH16838,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,27,JUUG25BTECH17053,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,28,JUUG25BTECH17087,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,29,JUUG25BTECH17170,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,30,JUUG25BTECH17724,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,31,JUUG25BTECH18936,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,32,JUUG25BTECH19903,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,33,JUUG25BTECH20995,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,34,JUUG25BTECH21471,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,35,JUUG25BTECH21626,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,A,36,JUUG25BTECH22207,Tst214,25ESCS02
14-Nov-25,Slot-1,318A,B,1,JUUG25BTECH22524,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,2,JUUG25BTECH23280,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,3,JUUG25BTECH24219,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,4,JUUG25BTECH24817,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,5,JUUG25BTECH27281,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,6,JUUG25BTECH19844,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,7,JUUG25BTECH13497,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,8,JUUG25BTECH26252,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,9,JUUG25BTECH23717,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,10,JUUG25BTECH12052,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,11,JUUG25BTECH25890,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,12,JUUG25BTECH12131,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,13,JUUG25BTECH19935,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,14,JUUG25BTECH11186,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,15,JUUG25BTECH12520,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,16,JUUG25BTECH13071,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,17,JUUG25BTECH13112,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,18,JUUG25BTECH14971,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,19,JUUG25BTECH15025,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,20,JUUG25BTECH16979,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,21,JUUG25BTECH17192,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,22,JUUG25BTECH22916,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,23,JUUG25BTECH23002,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,24,JUUG25BTECH23158,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,25,JUUG25BTECH23274,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,26,JUUG25BTECH23494,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,27,JUUG25BTECH23511,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,28,JUUG25BTECH13731,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,29,JUUG25BTECH23109,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,30,JUUG25BTECH24345,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,31,JUUG25BTECH25439,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,32,JUUG25BTECH25476,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,33,JUUG25BTECH26056,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,34,JUUG25BTECH26206,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,35,JUUG25BTECH26253,Tst228,25ESCS02A
14-Nov-25,Slot-1,318A,B,36,JUUG25BTECH26740,Tst228,25ESCS02A
14-Nov-25,Slot-1,327B,A,1,JUUG25BTECH23710,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,2,JUUG25BTECH25915,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,3,JUUG25BTECH26170,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,4,JUUG25BTECH26351,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,5,JUUG25BTECH27796,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,6,JUUG25BTECH28025,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,7,JUUG25BTECH29061,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,8,JUUG25BTECH29184,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,9,JUUG25BTECH29386,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,10,JUUG25BTECH29812,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,11,JUUG25BTECH29855,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,12,JUUG25BTECH29954,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,13,JUUG25BTECH30377,Tst214,25ESCS02
14-Nov-25,Slot-1,327B,A,14,JUUG25BTECH30689,Tst214,25ESCS02
