Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
18-Sept-25,Slot-4,327B,A,1,22BTRCN089,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,2,22BTRCN090,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,3,22BTRCN092,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,4,22BTRCN093,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,5,22BTRCN094,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,6,22BTRCN095,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,7,22BTRCN099,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,8,22BTRCN100,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,9,22BTRCN102,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,10,22BTRCN105,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,11,22BTRCN110,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,12,22BTRCN115,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,13,22BTRCN120,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,14,22BTRCN121,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,15,22BTRCN126,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,16,22BTLCN006,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,17,22BTRCN128,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,18,22BTRCN131,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,19,22BTRCN137,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,20,22BTRCN140,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,21,22BTRCN144,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,22,22BTRCN146,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,23,22BTRCN147,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,24,22BTRCN150,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,25,22BTRCN151,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,26,22BTRCN152,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,27,22BTRCN153,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,28,22BTRCN156,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,29,22BTRCN159,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,30,22BTRCN160,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,31,22BTRCN164,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,32,22BTRCN165,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,33,22BTRCN166,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,34,22BTRCN168,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,35,22BTRCN169,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,36,22BTRCN170,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,37,22BTRCN171,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,A,38,22BTRCN172,Tst115,22CSEDE15
18-Sept-25,Slot-4,327B,B,1,,,
18-Sept-25,Slot-4,327B,B,2,,,
18-Sept-25,Slot-4,327B,B,3,,,
18-Sept-25,Slot-4,327B,B,4,,,
18-Sept-25,Slot-4,327B,B,5,,,
18-Sept-25,Slot-4,327B,B,6,,,
18-Sept-25,Slot-4,327B,B,7,,,
18-Sept-25,Slot-4,327B,B,8,,,
18-Sept-25,Slot-4,327B,B,9,,,
18-Sept-25,Slot-4,327B,B,10,,,
18-Sept-25,Slot-4,327B,B,11,,,
18-Sept-25,Slot-4,327B,B,12,,,
18-Sept-25,Slot-4,327B,B,13,,,
18-Sept-25,Slot-4,327B,B,14,,,
18-Sept-25,Slot-4,327B,B,15,,,
18-Sept-25,Slot-4,327B,B,16,,,
18-Sept-25,Slot-4,327B,B,17,,,
18-Sept-25,Slot-4,327B,B,18,,,
18-Sept-25,Slot-4,327B,B,19,,,
18-Sept-25,Slot-4,327B,B,20,,,
18-Sept-25,Slot-4,327B,B,21,,,
18-Sept-25,Slot-4,327B,B,22,,,
18-Sept-25,Slot-4,327B,B,23,,,
18-Sept-25,Slot-4,327B,B,24,,,
18-Sept-25,Slot-4,327B,B,25,,,
18-Sept-25,Slot-4,327B,B,26,,,
18-Sept-25,Slot-4,327B,B,27,,,
18-Sept-25,Slot-4,327B,B,28,,,
18-Sept-25,Slot-4,222B,A,1,21BTRCS245,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,2,22BTLCN001,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,3,22BTLCN003,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,4,22BTRCN004,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,5,22BTRCN005,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,6,22BTRCN008,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,7,22BTRCN010,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,8,22BTRCN011,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,9,22BTRCN012,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,10,22BTRCN013,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,11,22BTRCN015,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,12,22BTRCN020,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,13,22BTRCN022,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,14,22BTRCN023,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,15,22BTRCN025,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,16,22BTRCN026,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,17,22BTRCN028,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,18,22BTRCN031,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,19,22BTRCN032,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,20,22BTRCN033,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,21,22BTRCN036,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,22,22BTRCN044,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,23,22BTRCN045,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,24,22BTRCN046,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,25,22BTRCN047,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,26,22BTRCN048,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,27,22BTRCN053,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,28,22BTRCN057,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,29,22BTRCN059,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,30,22BTRCN061,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,31,22BTRCN062,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,32,22BTRCN076,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,33,22BTRCN077,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,34,22BTRCN078,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,35,22BTRCN083,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,36,22BTRCN085,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,37,22BTRCN086,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,38,22BTRCN087,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,A,39,22BTRCN088,Tst115,22CSEDE15
18-Sept-25,Slot-4,222B,B,1,,,
18-Sept-25,Slot-4,222B,B,2,,,
18-Sept-25,Slot-4,222B,B,3,,,
18-Sept-25,Slot-4,222B,B,4,,,
18-Sept-25,Slot-4,222B,B,5,,,
18-Sept-25,Slot-4,222B,B,6,,,
18-Sept-25,Slot-4,222B,B,7,,,
18-Sept-25,Slot-4,222B,B,8,,,
18-Sept-25,Slot-4,222B,B,9,,,
18-Sept-25,Slot-4,222B,B,10,,,
18-Sept-25,Slot-4,222B,B,11,,,
18-Sept-25,Slot-4,222B,B,12,,,
18-Sept-25,Slot-4,222B,B,13,,,
18-Sept-25,Slot-4,222B,B,14,,,
18-Sept-25,Slot-4,222B,B,15,,,
18-Sept-25,Slot-4,222B,B,16,,,
18-Sept-25,Slot-4,222B,B,17,,,
18-Sept-25,Slot-4,222B,B,18,,,
18-Sept-25,Slot-4,222B,B,19,,,
18-Sept-25,Slot-4,222B,B,20,,,
18-Sept-25,Slot-4,222B,B,21,,,
18-Sept-25,Slot-4,222B,B,22,,,
18-Sept-25,Slot-4,222B,B,23,,,
18-Sept-25,Slot-4,222B,B,24,,,
18-Sept-25,Slot-4,222B,B,25,,,
18-Sept-25,Slot-4,222B,B,26,,,
18-Sept-25,Slot-4,222A,A,1,22BTRCN292,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,2,22BTRCN293,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,3,22BTRCN296,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,4,22BTRCN297,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,5,22BTRCN298,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,6,22BTRCN299,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,7,22BTRCN300,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,8,22BTRCN302,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,9,22BTRCN303,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,10,22BTRCN305,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,11,22BTRCN306,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,12,22BTRCN310,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,13,22BTRCN311,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,14,22BTRCN312,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,15,22BTRCN315,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,16,22BTRCN318,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,17,22BTRCN319,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,18,22BTRCN320,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,19,22BTRCN321,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,20,22BTRCN322,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,21,22BTRCN324,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,22,22BTRCN325,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,23,22BTRCN326,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,24,22BTRCN328,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,25,22BTRCN332,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,26,22BTRCN333,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,27,22BTRCN334,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,28,22BTRCN335,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,29,22BTRCN336,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,30,22BTRCN337,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,31,22BTRCN338,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,32,22BTRCN339,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,33,22BTRCN340,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,34,22BTRCN341,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,A,35,22BTRCN342,Tst115,22CSEDE15
18-Sept-25,Slot-4,222A,B,1,,,
18-Sept-25,Slot-4,222A,B,2,,,
18-Sept-25,Slot-4,222A,B,3,,,
18-Sept-25,Slot-4,222A,B,4,,,
