Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
17-Sept-25,Slot-1,327B,A,1,24BTRCA040,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,2,24BTRCA041,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,3,24BTRCA042,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,4,24BTRCA043,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,5,24BTRCA044,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,6,24BTRCA045,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,7,24BTRCA046,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,8,24BTRCA047,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,9,24BTRCA048,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,10,24BTRCA049,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,11,24BTRCA050,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,12,24BTRCA051,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,13,24BTRCA052,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,14,24BTRCA054,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,15,24BTRCA055,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,16,24BTRCA060,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,17,24BTRCA065,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,18,24BTRCA056,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,19,24BTRCA057,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,20,24BTRCA058,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,21,24BTRCA059,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,22,24BTRCA061,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,23,24BTRCA062,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,24,24BTRCA063,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,25,24BTRCA064,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,26,24BTRCA066,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,27,24BTRCA067,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,28,3AILateral1,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,29,3AILateral2,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,30,24BTRBT022,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,31,24BTRBT014,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,32,24BTRCO016,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,33,24BTRSN001,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,34,24BTRSN002,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,35,24BTRSN003,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,36,24BTRSN004,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,37,24BTRSN005,Tst24,23CSE301
17-Sept-25,Slot-1,327B,A,38,24BTRSN006,Tst24,23CSE301
17-Sept-25,Slot-1,327B,B,1,23BTRCN046,Tst53,23CSEDE21
17-Sept-25,Slot-1,327B,B,2,23BTRCN048,Tst53,23CSEDE21
17-Sept-25,Slot-1,327B,B,3,23BTRCN050,Tst53,23CSEDE21
