Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
17-Sept-25,Slot-4,327B,A,1,22BTRCN088,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,2,22BTRCN089,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,3,22BTRCN090,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,4,22BTRCN092,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,5,22BTRCN093,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,6,22BTRCN094,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,7,22BTRCN095,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,8,22BTRCN099,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,9,22BTRCN100,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,10,22BTRCN102,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,11,22BTRCN105,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,12,22BTRCN110,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,13,22BTRCN115,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,14,22BTRCN120,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,15,22BTRCN121,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,16,22BTRCN126,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,17,22BTLCN006,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,18,22BTRCN128,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,19,22BTRCN131,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,20,22BTRCN137,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,21,22BTRCN140,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,22,22BTRCN144,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,23,22BTRCN146,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,24,22BTRCN147,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,25,22BTRCN150,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,26,22BTRCN151,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,27,22BTRCN152,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,28,22BTRCN153,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,29,22BTRCN156,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,30,22BTRCN159,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,31,22BTRCN160,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,32,22BTRCN164,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,33,22BTRCN165,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,34,22BTRCN166,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,35,22BTRCN168,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,36,22BTRCN169,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,37,22BTRCN170,Tst104,22CSE517
17-Sept-25,Slot-4,327B,A,38,22BTRCN171,Tst104,22CSE517
17-Sept-25,Slot-4,327B,B,1,,,
17-Sept-25,Slot-4,327B,B,2,,,
17-Sept-25,Slot-4,327B,B,3,,,
17-Sept-25,Slot-4,327B,B,4,,,
17-Sept-25,Slot-4,327B,B,5,,,
17-Sept-25,Slot-4,327B,B,6,,,
17-Sept-25,Slot-4,327B,B,7,,,
17-Sept-25,Slot-4,327B,B,8,,,
17-Sept-25,Slot-4,327B,B,9,,,
17-Sept-25,Slot-4,327B,B,10,,,
17-Sept-25,Slot-4,327B,B,11,,,
17-Sept-25,Slot-4,327B,B,12,,,
17-Sept-25,Slot-4,327B,B,13,,,
17-Sept-25,Slot-4,327B,B,14,,,
17-Sept-25,Slot-4,327B,B,15,,,
17-Sept-25,Slot-4,327B,B,16,,,
17-Sept-25,Slot-4,327B,B,17,,,
17-Sept-25,Slot-4,327B,B,18,,,
17-Sept-25,Slot-4,327B,B,19,,,
17-Sept-25,Slot-4,327B,B,20,,,
17-Sept-25,Slot-4,327B,B,21,,,
17-Sept-25,Slot-4,327B,B,22,,,
17-Sept-25,Slot-4,327B,B,23,,,
17-Sept-25,Slot-4,327B,B,24,,,
17-Sept-25,Slot-4,327B,B,25,,,
17-Sept-25,Slot-4,327B,B,26,,,
17-Sept-25,Slot-4,327B,B,27,,,
17-Sept-25,Slot-4,327B,B,28,,,
17-Sept-25,Slot-4,222B,A,1,21BTRCS245,Tst104,22CSE517
17-Sept-25,Slot-4,222B,A,2,22BTLCN001,Tst104,22CSE517
