Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
18-Sept-25,Slot-2,327B,A,1,22BTRCN088,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,2,22BTRCN089,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,3,22BTRCN090,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,4,22BTRCN092,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,5,22BTRCN093,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,6,22BTRCN094,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,7,22BTRCN095,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,8,22BTRCN099,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,9,22BTRCN100,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,10,22BTRCN102,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,11,22BTRCN105,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,12,22BTRCN110,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,13,22BTRCN115,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,14,22BTRCN120,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,15,22BTRCN121,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,16,22BTRCN126,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,17,22BTLCN006,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,18,22BTRCN128,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,19,22BTRCN131,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,20,22BTRCN137,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,21,22BTRCN140,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,22,22BTRCN144,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,23,22BTRCN146,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,24,22BTRCN147,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,25,22BTRCN150,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,26,22BTRCN151,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,27,22BTRCN152,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,28,22BTRCN153,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,29,22BTRCN156,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,30,22BTRCN159,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,31,22BTRCN160,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,32,22BTRCN164,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,33,22BTRCN165,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,34,22BTRCN166,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,35,22BTRCN168,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,36,22BTRCN169,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,37,22BTRCN170,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,A,38,22BTRCN171,Tst128,22CSEDE14
18-Sept-25,Slot-2,327B,B,1,,,
18-Sept-25,Slot-2,327B,B,2,,,
18-Sept-25,Slot-2,327B,B,3,,,
18-Sept-25,Slot-2,327B,B,4,,,
18-Sept-25,Slot-2,327B,B,5,,,
18-Sept-25,Slot-2,327B,B,6,,,
18-Sept-25,Slot-2,327B,B,7,,,
18-Sept-25,Slot-2,327B,B,8,,,
18-Sept-25,Slot-2,327B,B,9,,,
18-Sept-25,Slot-2,327B,B,10,,,
18-Sept-25,Slot-2,327B,B,11,,,
18-Sept-25,Slot-2,327B,B,12,,,
18-Sept-25,Slot-2,327B,B,13,,,
18-Sept-25,Slot-2,327B,B,14,,,
18-Sept-25,Slot-2,327B,B,15,,,
18-Sept-25,Slot-2,327B,B,16,,,
18-Sept-25,Slot-2,327B,B,17,,,
18-Sept-25,Slot-2,327B,B,18,,,
18-Sept-25,Slot-2,327B,B,19,,,
18-Sept-25,Slot-2,327B,B,20,,,
18-Sept-25,Slot-2,327B,B,21,,,
18-Sept-25,Slot-2,327B,B,22,,,
18-Sept-25,Slot-2,327B,B,23,,,
18-Sept-25,Slot-2,327B,B,24,,,
18-Sept-25,Slot-2,327B,B,25,,,
18-Sept-25,Slot-2,327B,B,26,,,
18-Sept-25,Slot-2,327B,B,27,,,
18-Sept-25,Slot-2,327B,B,28,,,
18-Sept-25,Slot-2,222B,A,1,21BTRCS245,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,2,22BTLCN001,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,3,22BTLCN003,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,4,22BTRCN004,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,5,22BTRCN005,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,6,22BTRCN006,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,7,22BTRCN008,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,8,22BTRCN010,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,9,22BTRCN011,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,10,22BTRCN012,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,11,22BTRCN013,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,12,22BTRCN015,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,13,22BTRCN020,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,14,22BTRCN022,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,15,22BTRCN023,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,16,22BTRCN025,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,17,22BTRCN026,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,18,22BTRCN028,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,19,22BTRCN031,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,20,22BTRCN032,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,21,22BTRCN033,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,22,22BTRCN036,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,23,22BTRCN044,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,24,22BTRCN045,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,25,22BTRCN046,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,26,22BTRCN047,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,27,22BTRCN048,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,28,22BTRCN053,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,29,22BTRCN057,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,30,22BTRCN059,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,31,22BTRCN061,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,32,22BTRCN062,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,33,22BTRCN076,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,34,22BTRCN077,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,35,22BTRCN078,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,36,22BTRCN083,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,37,22BTRCN085,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,38,22BTRCN086,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,A,39,22BTRCN087,Tst128,22CSEDE14
18-Sept-25,Slot-2,222B,B,1,,,
18-Sept-25,Slot-2,222B,B,2,,,
18-Sept-25,Slot-2,222B,B,3,,,
18-Sept-25,Slot-2,222B,B,4,,,
18-Sept-25,Slot-2,222B,B,5,,,
18-Sept-25,Slot-2,222B,B,6,,,
18-Sept-25,Slot-2,222B,B,7,,,
18-Sept-25,Slot-2,222B,B,8,,,
18-Sept-25,Slot-2,222B,B,9,,,
18-Sept-25,Slot-2,222B,B,10,,,
18-Sept-25,Slot-2,222B,B,11,,,
18-Sept-25,Slot-2,222B,B,12,,,
18-Sept-25,Slot-2,222B,B,13,,,
18-Sept-25,Slot-2,222B,B,14,,,
18-Sept-25,Slot-2,222B,B,15,,,
18-Sept-25,Slot-2,222B,B,16,,,
18-Sept-25,Slot-2,222B,B,17,,,
18-Sept-25,Slot-2,222B,B,18,,,
18-Sept-25,Slot-2,222B,B,19,,,
18-Sept-25,Slot-2,222B,B,20,,,
18-Sept-25,Slot-2,222B,B,21,,,
18-Sept-25,Slot-2,222B,B,22,,,
18-Sept-25,Slot-2,222B,B,23,,,
18-Sept-25,Slot-2,222B,B,24,,,
18-Sept-25,Slot-2,222B,B,25,,,
18-Sept-25,Slot-2,222B,B,26,,,
18-Sept-25,Slot-2,222A,A,1,22BTRCN284,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,2,22BTRCN286,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,3,22BTRCN287,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,4,22BTRCN288,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,5,22BTRCN292,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,6,22BTRCN293,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,7,22BTRCN296,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,8,22BTRCN297,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,9,22BTRCN298,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,10,22BTRCN299,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,11,22BTRCN300,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,12,22BTRCN302,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,13,22BTRCN303,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,14,22BTRCN305,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,15,22BTRCN306,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,16,22BTRCN310,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,17,22BTRCN311,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,18,22BTRCN312,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,19,22BTRCN315,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,20,22BTRCN318,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,21,22BTRCN319,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,22,22BTRCN320,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,23,22BTRCN321,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,24,22BTRCN322,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,25,22BTRCN324,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,26,22BTRCN325,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,27,22BTRCN326,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,28,22BTRCN328,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,29,22BTRCN332,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,30,22BTRCN333,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,31,22BTRCN334,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,32,22BTRCN335,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,33,22BTRCN336,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,34,22BTRCN337,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,A,35,22BTRCN338,Tst128,22CSEDE14
18-Sept-25,Slot-2,222A,B,1,22BTRCO049,Tst85,22IOTDE14
18-Sept-25,Slot-2,222A,B,2,22BTRCO050,Tst85,22IOTDE14
18-Sept-25,Slot-2,222A,B,3,22BTRCO052,Tst85,22IOTDE14
18-Sept-25,Slot-2,222A,B,4,22BTRCO054,Tst85,22IOTDE14
18-Sept-25,Slot-2,222A,B,5,22BTRCO055,Tst85,22IOTDE14
18-Sept-25,Slot-2,222A,B,6,22BTRCO058,Tst85,22IOTDE14
18-Sept-25,Slot-2,222A,B,7,22BTRCO060,Tst85,22IOTDE14
18-Sept-25,Slot-2,222A,B,8,22BTTCO001,Tst85,22IOTDE14
18-Sept-25,Slot-2,222A,B,9,,,
18-Sept-25,Slot-2,222A,B,10,,,
18-Sept-25,Slot-2,222A,B,11,,,
18-Sept-25,Slot-2,222A,B,12,,,
18-Sept-25,Slot-2,222A,B,13,,,
18-Sept-25,Slot-2,222A,B,14,,,
18-Sept-25,Slot-2,222A,B,15,,,
18-Sept-25,Slot-2,222A,B,16,,,
18-Sept-25,Slot-2,222A,B,17,,,
18-Sept-25,Slot-2,222A,B,18,,,
18-Sept-25,Slot-2,222A,B,19,,,
18-Sept-25,Slot-2,222A,B,20,,,
18-Sept-25,Slot-2,222A,B,21,,,
18-Sept-25,Slot-2,222A,B,22,,,
18-Sept-25,Slot-2,222A,B,23,,,
18-Sept-25,Slot-2,222A,B,24,,,
18-Sept-25,Slot-2,222A,B,25,,,
18-Sept-25,Slot-2,222A,B,26,,,
18-Sept-25,Slot-2,222A,B,27,,,
18-Sept-25,Slot-2,222A,B,28,,,
18-Sept-25,Slot-2,222A,B,29,,,
18-Sept-25,Slot-2,222A,B,30,,,
18-Sept-25,Slot-2,316B,A,1,22BTRCN172,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,2,22BTRCN179,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,3,22BTRCN181,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,4,22BTRCN182,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,5,22BTRCN184,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,6,22BTRCN185,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,7,22BTRCN192,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,8,22BTRCN194,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,9,22BTRCN196,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,10,22BTRCN197,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,11,22BTRCN198,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,12,22BTRCN202,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,13,22BTRCN203,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,14,22BTRCN204,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,15,22BTRCN208,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,16,22BTRCN209,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,17,22BTRCN210,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,18,22BTRCN211,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,19,22BTRCN212,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,20,22BTRCN214,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,21,22BTRCN215,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,22,22BTRCN216,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,23,22BTRCN217,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,24,22BTRCN218,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,25,22BTRCN219,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,26,22BTRCN220,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,27,22BTRCN223,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,28,22BTRCN227,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,29,22BTRCN228,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,30,22BTRCN229,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,31,22BTRCN230,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,32,22BTRCN231,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,33,22BTRCN232,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,34,22BTRCN233,Tst128,22CSEDE14
18-Sept-25,Slot-2,316B,A,35,22BTRCN237,Tst128,22CSEDE14
