Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
18-Sept-25,Slot-1,327B,A,1,24BTRCA040,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,2,24BTRCA041,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,3,24BTRCA042,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,4,24BTRCA043,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,5,24BTRCA044,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,6,24BTRCA045,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,7,24BTRCA046,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,8,24BTRCA047,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,9,24BTRCA048,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,10,24BTRCA049,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,11,24BTRCA050,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,12,24BTRCA051,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,13,24BTRCA052,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,14,24BTRCA054,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,15,24BTRCA055,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,16,24BTRCA060,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,17,24BTRCA065,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,18,24BTRCA056,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,19,24BTRCA057,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,20,24BTRCA058,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,21,24BTRCA059,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,22,24BTRCA061,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,23,24BTRCA062,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,24,24BTRCA063,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,25,24BTRCA064,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,26,24BTRCA066,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,27,24BTRCA067,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,28,3AILateral1,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,29,3AILateral2,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,30,24BTRBT022,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,31,24BTRBT014,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,32,24BTRCO016,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,33,24BTRSN001,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,34,24BTRSN002,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,35,24BTRSN003,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,36,24BTRSN004,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,37,24BTRSN005,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,A,38,24BTRSN006,Tst09,23BSCSMA31
18-Sept-25,Slot-1,327B,B,1,,,
18-Sept-25,Slot-1,327B,B,2,,,
18-Sept-25,Slot-1,327B,B,3,,,
18-Sept-25,Slot-1,327B,B,4,,,
18-Sept-25,Slot-1,327B,B,5,,,
18-Sept-25,Slot-1,327B,B,6,,,
18-Sept-25,Slot-1,327B,B,7,,,
18-Sept-25,Slot-1,327B,B,8,,,
18-Sept-25,Slot-1,327B,B,9,,,
18-Sept-25,Slot-1,327B,B,10,,,
18-Sept-25,Slot-1,327B,B,11,,,
18-Sept-25,Slot-1,327B,B,12,,,
18-Sept-25,Slot-1,327B,B,13,,,
18-Sept-25,Slot-1,327B,B,14,,,
18-Sept-25,Slot-1,327B,B,15,,,
18-Sept-25,Slot-1,327B,B,16,,,
18-Sept-25,Slot-1,327B,B,17,,,
18-Sept-25,Slot-1,327B,B,18,,,
18-Sept-25,Slot-1,327B,B,19,,,
18-Sept-25,Slot-1,327B,B,20,,,
18-Sept-25,Slot-1,327B,B,21,,,
18-Sept-25,Slot-1,327B,B,22,,,
18-Sept-25,Slot-1,327B,B,23,,,
18-Sept-25,Slot-1,327B,B,24,,,
18-Sept-25,Slot-1,327B,B,25,,,
18-Sept-25,Slot-1,327B,B,26,,,
18-Sept-25,Slot-1,327B,B,27,,,
18-Sept-25,Slot-1,327B,B,28,,,
18-Sept-25,Slot-1,222B,A,1,24BTRCA001,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,2,24BTRCA002,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,3,24BTRCA003,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,4,24BTRCA004,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,5,24BTRCA005,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,6,24BTRCA006,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,7,24BTRCA007,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,8,24BTRCA008,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,9,24BTRCA009,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,10,24BTRCA010,Tst09,23BSCSMA31
18-Sept-25,Slot-1,222B,A,11,24BTRCA011,Tst09,23BSCSMA31
