Date,Slot,Room,Block,SeatNo,USN,Course-sNo,Course-Code
17-Sept-25,Slot-3,327B,A,1,23BTRCT072,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,2,23BTRCT073,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,3,23BTRCT074,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,4,23BTRCT087,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,5,23BTRCT103,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,6,23BTRCT107,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,7,23BTRCT156,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,8,23BTRCT001,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,9,23BTRCT003,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,10,23BTRCT005,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,11,23BTRCT007,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,12,23BTRCT008,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,13,23BTRCT009,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,14,23BTRCT010,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,15,23BTRCT011,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,16,23BTRCT013,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,17,23BTRCT021,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,18,23BTRCT022,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,19,23BTRCT024,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,20,23BTRCT027,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,21,23BTRCT028,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,22,23BTRCT029,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,23,23BTRCT035,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,24,23BTRCT037,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,25,23BTRCT039,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,26,23BTRCT040,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,27,23BTRCT041,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,28,23BTRCT043,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,29,23BTRCT044,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,30,23BTRCT045,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,31,23BTRCT046,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,32,23BTRCT049,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,33,23BTRCT051,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,34,23BTRCT053,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,35,23BTRCT055,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,36,23BTRCT066,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,37,23BTRCT078,Tst38,22HSS101
17-Sept-25,Slot-3,327B,A,38,23BTRCT089,Tst38,22HSS101
17-Sept-25,Slot-3,327B,B,1,,,
17-Sept-25,Slot-3,327B,B,2,,,
17-Sept-25,Slot-3,327B,B,3,,,
17-Sept-25,Slot-3,327B,B,4,,,
17-Sept-25,Slot-3,327B,B,5,,,
17-Sept-25,Slot-3,327B,B,6,,,
17-Sept-25,Slot-3,327B,B,7,,,
17-Sept-25,Slot-3,327B,B,8,,,
17-Sept-25,Slot-3,327B,B,9,,,
17-Sept-25,Slot-3,327B,B,10,,,
17-Sept-25,Slot-3,327B,B,11,,,
17-Sept-25,Slot-3,327B,B,12,,,
17-Sept-25,Slot-3,327B,B,13,,,
17-Sept-25,Slot-3,327B,B,14,,,
17-Sept-25,Slot-3,327B,B,15,,,
17-Sept-25,Slot-3,327B,B,16,,,
17-Sept-25,Slot-3,327B,B,17,,,
17-Sept-25,Slot-3,327B,B,18,,,
17-Sept-25,Slot-3,327B,B,19,,,
17-Sept-25,Slot-3,327B,B,20,,,
17-Sept-25,Slot-3,327B,B,21,,,
17-Sept-25,Slot-3,327B,B,22,,,
17-Sept-25,Slot-3,327B,B,23,,,
17-Sept-25,Slot-3,327B,B,24,,,
17-Sept-25,Slot-3,327B,B,25,,,
17-Sept-25,Slot-3,327B,B,26,,,
17-Sept-25,Slot-3,327B,B,27,,,
17-Sept-25,Slot-3,327B,B,28,,,
17-Sept-25,Slot-3,222B,A,1,23BTRCT006,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,2,23BTRCT012,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,3,23BTRCT014,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,4,23BTRCT015,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,5,23BTRCT016,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,6,23BTRCT017,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,7,23BTRCT018,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,8,23BTRCT019,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,9,23BTRCT020,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,10,23BTRCT023,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,11,23BTRCT025,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,12,23BTRCT026,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,13,23BTRCT030,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,14,23BTRCT031,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,15,23BTRCT032,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,16,23BTRCT033,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,17,23BTRCT034,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,18,23BTRCT036,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,19,23BTRCT038,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,20,23BTRCT042,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,21,23BTRCT047,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,22,23BTRCT048,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,23,23BTRCT050,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,24,23BTRCT052,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,25,23BTRCT054,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,26,23BTRCT056,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,27,23BTRCT057,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,28,23BTRCT058,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,29,23BTRCT059,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,30,23BTRCT060,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,31,23BTRCT061,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,32,23BTRCT063,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,33,23BTRCT064,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,34,23BTRCT065,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,35,23BTRCT067,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,36,23BTRCT068,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,37,23BTRCT069,Tst38,22HSS101
17-Sept-25,Slot-3,222B,A,38,23BTRCT070,Tst38,22HSS101
